arrival_s,arrived,clearance_p05_m,collision_events,collision_free_success,collision_samples,command_acc_peak_mps2,command_acc_rms_mps2,command_active_fraction,command_jerk_p95_mps3,command_jerk_rms_mps3,condition,duration_s,experiment,final_error_m,lane_order,map_seed,max_speed_mps,maze_type,mean_speed_mps,min_clearance_m,model,path_efficiency,path_length_m,role,scenario,source,timeout_penalized_s,turn_response_penalized_s,turn_response_s,valid_start
8.7894,True,0.7284370779991151,0,True,0,5.9822662471726735,3.6260861974947014,1.0,15.222695900389656,8.682631776571808,maze1_seed1_dynamic.json,8.76998,inner_topk3,1.0205670617789142,normal,1,6.006592600030583,1,4.079440647599576,0.5916079878807068,minco-baseline,0.4728497670137898,35.77664346304815,baseline,dynamic,maze1_seed1_dynamic.json,8.7894,8.106993224000112,8.106993224000112,True
,False,0.0,1,False,886,4.674202838148764,3.285050454211993,0.4228571428571429,16.047773098925532,9.100937641507173,maze1_seed1_dynamic.json,17.48998,inner_topk3,3.518921437963851,normal,1,5.739473713849763,1,2.0952960473638065,0.0,inner_topk3,0.4610513525976224,36.646648282928,variant,dynamic,maze1_seed1_dynamic.json,17.499873224000112,17.499873224000112,,True
7.783,True,0.7620990335941314,0,True,0,5.525228958816068,3.517358897787986,1.0,14.8455584136695,8.30298927118375,maze1_seed1_dynamic.json,7.77999,inner_topk3,0.9914418316982918,swapped,1,6.00440550767157,1,4.258392250682251,0.6480740904808044,minco-baseline,0.5119649933527249,33.130183686962894,baseline,dynamic,maze1_seed1_dynamic_swapped.json,7.783,7.783000000000001,,True
9.6608,True,0.8645772337913513,0,True,0,5.7963387680335545,3.5645204907500263,0.9420289855072463,13.956211212815836,8.643459629166443,maze1_seed1_dynamic.json,9.650020000000001,inner_topk3,1.0054055837341345,swapped,1,5.828243797129162,1,3.9740778734453146,0.800000011920929,inner_topk3,0.43602161283127217,38.34973733958557,variant,dynamic,maze1_seed1_dynamic_swapped.json,9.6608,8.576742435999856,8.576742435999856,True
9.7955,True,0.8124038577079773,0,True,0,6.184008547317713,3.450437861079249,0.9918032786885246,20.31021964530754,11.35184546077336,maze1_seed1_straight.json,9.78,inner_topk3,1.0005916167702926,normal,1,6.033505372523736,1,3.4077065456551603,0.7483315467834473,minco-baseline,0.6001100596567135,33.32722269546075,baseline,straight,maze1_seed1_straight.json,9.7955,1.09929,1.09929,True
19.5989,True,0.5588932186365128,0,True,0,6.164143827370534,3.5812100011722965,0.9754010695187165,20.23660203609388,11.158465150614564,maze1_seed1_straight.json,19.59873,inner_topk3,0.9799162573769336,normal,1,5.855767301856422,1,3.1392533110434724,0.37416577339172363,inner_topk3,0.3250700251272222,61.5252101209213,variant,straight,maze1_seed1_straight.json,19.5989,1.89688,1.89688,True
9.8437,True,0.8246211409568787,0,True,0,6.473940638688449,3.4600399524447787,1.0,19.86099295384437,11.21761889400833,maze1_seed1_straight.json,9.82997,inner_topk3,1.005565023126295,swapped,1,6.025811907560728,1,3.402346349525346,0.7211102843284607,minco-baseline,0.5979997532577903,33.44483252878012,baseline,straight,maze1_seed1_straight_swapped.json,9.8437,1.09343,1.09343,True
19.9501,True,0.6480740904808044,0,True,0,6.33478910140809,3.319196471486033,1.0,18.249157483163298,10.368783289349535,maze1_seed1_straight.json,19.93998,inner_topk3,1.001660203438206,swapped,1,5.932284443897472,1,2.9311251087049532,0.41231057047843933,inner_topk3,0.34219461600369194,58.44627783314641,variant,straight,maze1_seed1_straight_swapped.json,19.9501,1.01042,1.01042,True
,False,0.4242640733718872,0,False,0,6.874321662592693,3.81444025659522,1.0,21.50625369253882,11.80991243313121,maze1_seed2_dynamic.json,17.490000000000002,inner_topk3,2.3236746107073913,normal,2,5.996007320560503,1,3.2519016378478054,0.2828427255153656,minco-baseline,0.31517699187302217,56.87548315272109,baseline,dynamic,maze1_seed2_dynamic.json,17.499872761000006,3.735862761000006,3.735862761000006,True
,False,0.5069314002990722,0,False,0,7.3811560578394975,3.9001753456566175,1.0,21.0131052362721,12.074697809404348,maze1_seed2_dynamic.json,17.490009999999998,inner_topk3,2.116632860666461,normal,2,5.774077992380085,1,3.297987947356874,0.33166247606277466,inner_topk3,0.29234644822630707,57.68149050383926,variant,dynamic,maze1_seed2_dynamic.json,17.499872761000006,3.531922761000006,3.531922761000006,True
,False,0.4324021518230438,0,False,0,7.117826667003347,3.8587894955012856,1.0,21.02396619328203,11.824759853392994,maze1_seed2_dynamic.json,17.48999,inner_topk3,2.564810991943353,swapped,2,6.005431905484657,1,3.2715748896383348,0.24494898319244385,minco-baseline,0.31835179311702416,57.219483692254535,baseline,dynamic,maze1_seed2_dynamic_swapped.json,17.499644473000444,3.838054473000444,3.838054473000444,True
,False,0.5489504158496857,0,False,0,7.274166032769183,3.8134021886755254,1.0,20.96684515383613,11.43828229319476,maze1_seed2_dynamic.json,17.490000000000002,inner_topk3,1.7765297734504621,swapped,2,5.801205974437299,1,3.2570403706214064,0.30000001192092896,inner_topk3,0.31778714094687527,56.96535528189193,variant,dynamic,maze1_seed2_dynamic_swapped.json,17.499644473000444,1.8407744730004438,1.8407744730004438,True
,False,0.4937082886695863,0,False,0,6.017875990506228,3.6606302733329974,0.985985985985986,18.645306238297916,10.669828668726725,maze1_seed2_straight.json,19.98998,inner_topk3,2.093625267375441,normal,2,5.949875659380562,1,3.160775249480152,0.1414213627576828,minco-baseline,0.31653817867651346,63.18353660714267,baseline,straight,maze1_seed2_straight.json,20.0,0.30505,0.30505,True
,False,0.22360680997371674,0,False,0,5.846654343814334,3.655059703091118,0.9874213836477987,15.773304010614758,9.268369178144322,maze1_seed2_straight.json,19.98998,inner_topk3,2.2206086395049125,normal,2,5.93741455406668,1,3.3520136062277244,0.1414213627576828,inner_topk3,0.298478510523107,67.0065043038239,variant,straight,maze1_seed2_straight.json,20.0,1.22388,1.22388,True
