epoch,eval_acc,eval_altitude,eval_camera,eval_camera_smooth,eval_explore,eval_guide,eval_intent,eval_loss,eval_rank,eval_safety,eval_score,eval_smooth,eval_trajectory,train_acc,train_altitude,train_camera,train_camera_smooth,train_explore,train_guide,train_intent,train_loss,train_rank,train_safety,train_score,train_smooth,train_trajectory
14,59.4453,0.016708689446747305,2.716233401258705e-08,5.43246680251741e-08,0.6609691599845886,0.3225407977819443,1.1296013278961181,5.946622887420654,0.0,1.4454308074951172,0.22832869905233383,357.0404,5.718294187927246,58.68011666666666,0.02064676804261075,1.020955843165367e-07,2.041911686330734e-07,0.6691372731950548,0.3258422224548128,1.13297705944909,6.009774925486247,0.0,1.460150233523051,0.25711453078058033,355.5044,5.752660195244683
15,60.06405,0.01731032578498125,1.2833583701876705e-08,2.566716740375341e-08,0.6640014879226684,0.3020574735879898,1.1299019138336182,5.9430484817504885,0.0,1.4406719821929932,0.22630336788892746,369.6428,5.716745119476318,58.70681666666667,0.02047686843044228,1.4646881723514213e-07,2.9293763447028425e-07,0.6662248890346951,0.32303067882855735,1.1313615602705214,5.996163154262967,0.0,1.460641059006585,0.2519670651184188,354.18013333333334,5.7441957811143665
16,59.40415,0.017795835080742835,1.2133928912305692e-09,2.4267857824611385e-09,0.6511899656295776,0.330404771733284,1.122932702255249,5.933472933959961,0.0,1.4751968662261963,0.2186115581870079,331.998,5.71486137008667,58.87893888888889,0.020294805548422865,1.3934045565757106e-07,2.7868091131514213e-07,0.6642561660978529,0.3197984992610084,1.1305594686932035,5.981901847161187,0.0,1.4572312389161852,0.24677649819453557,354.52826666666664,5.735125055864122
17,59.5868,0.016094147349894047,1.8228853657653588e-09,3.6457707315307176e-09,0.6582263463973999,0.3236183500766754,1.1269790237426758,5.9236671897888185,0.0,1.4578766807556152,0.21480639783143998,343.1568,5.70886079864502,58.84875,0.020008881708979607,1.4836805309916083e-07,2.9673610619832165e-07,0.6634681917932298,0.31836984703275895,1.1301808893839518,5.969767447323269,0.0,1.4544372949176365,0.2423470078839196,354.11986666666667,5.727420119137234
18,59.3801,0.017670741663873196,1.1641371778781106e-10,2.3282743557562213e-10,0.6421356666564941,0.31797113690376283,1.121495878982544,5.900400164794922,0.0,1.4584321084976197,0.20756930646896363,344.8588,5.692830871582031,58.875972222222224,0.019815166060460937,1.1589219687801405e-07,2.317843937560281e-07,0.6621188885158963,0.31632893133428364,1.129437085893419,5.953954917738173,0.0,1.452676352564494,0.23583727542824215,352.39053333333334,5.718117405700683
19,59.2263,0.01774421530365944,6.954013830329231e-11,1.3908027660658463e-10,0.653427857017517,0.3139737963676453,1.1260516759872436,5.91766358795166,0.0,1.4467139108657836,0.21500983892679215,356.8064,5.702653745269775,58.88012222222222,0.019625938879119027,1.765528683339506e-07,3.531057366679012e-07,0.6569695971277025,0.3138365566862954,1.127258138593038,5.9426577447679305,0.0,1.4561615411546496,0.230667088871532,350.9303111111111,5.71199026421441
20,59.0262,0.015404615879058838,2.823008739596844e-07,5.646017479193688e-07,0.6537377077102661,0.3079943805456162,1.1274578409194946,5.888505476379395,0.0,1.4323342596054076,0.20983951666355133,360.048,5.6786654136657715,58.93835555555555,0.019356203168796167,9.582639909367548e-08,1.9165279818735097e-07,0.6615904674212137,0.3119074593861898,1.1297414102130465,5.9354321186489525,0.0,1.4468936593797472,0.22883216310077242,353.1171111111111,5.706599759674072
21,60.5976,0.017284927512705325,4.855691896121784e-10,9.711383792243567e-10,0.6703412656784058,0.30192094960212706,1.1361854867935182,5.8800094650268555,0.0,1.4172746513366699,0.19924796611070633,356.3744,5.680761496734619,59.05482777777778,0.01916784909947051,1.4491614843227374e-07,2.898322968645475e-07,0.6623987588670519,0.3100982051372528,1.1301826084772746,5.926294782172309,0.0,1.4423846280415853,0.225283160618941,353.85364444444446,5.701011306254069
22,60.27,0.016960624165832997,1.8597500073269658e-09,3.7195000146539316e-09,0.661417838382721,0.2970312342643738,1.1319690809249878,5.891566024017334,0.0,1.4230190456390381,0.21406065498590468,361.0172,5.6775053657531735,58.90530555555556,0.019028798297047615,1.4474416464511641e-07,2.8948832929023283e-07,0.6573888212945727,0.30977148901091683,1.1280569495095147,5.917884599812825,0.0,1.4456684668223063,0.22210948630041547,352.1398222222222,5.695774797227648
23,59.7213,0.01629774141013622,3.945269813084451e-06,7.890539626168901e-06,0.6620842597007751,0.2971581469535828,1.1321162981033326,5.861631127166748,0.0,1.4112538572311402,0.19717534428834915,365.6648,5.664446713256836,58.868322222222226,0.018859675312042235,1.3158931362580544e-07,2.6317862725161087e-07,0.6595057935608758,0.30856834519969095,1.1288440989600288,5.907664504496257,0.0,1.43953511589898,0.2185138115564982,353.1132888888889,5.689150407748752
24,59.55665,0.015680753776431085,2.4233576089827123e-09,4.8467152179654246e-09,0.6484378078460693,0.29719664623737335,1.1230666091918946,5.862250951385498,0.0,1.4480362197875976,0.19803642971515656,347.8968,5.6642145195007325,58.822338888888886,0.01888023482494884,1.9358494965700708e-07,3.8716989931401417e-07,0.6552680383682251,0.30743546933597987,1.126638652674357,5.896294295840793,0.0,1.4415306258731417,0.21411318413681454,351.3395111111111,5.682180690171983
25,59.7201,0.015561685390770436,2.008692089958686e-08,4.017384179917372e-08,0.650997041797638,0.296116295337677,1.1269362522125244,5.8552428810119626,0.0,1.4312118534088134,0.19757626770734787,353.6692,5.65766661529541,58.91844444444445,0.018761829015612602,9.367707641442358e-08,1.8735415282884717e-07,0.6531811870998806,0.306359953016705,1.1258390720791287,5.8922444513109,0.0,1.4436048588222927,0.21216473369995753,350.0443111111111,5.6800795249938965
26,58.75,0.014852676210552454,7.236661291472046e-08,1.4473322582944092e-07,0.6414429484367371,0.31153400812149046,1.1211382970809936,5.843621683502198,0.0,1.4473236867904664,0.18902114259004593,340.8552,5.654600532531738,58.985438888888886,0.01870902645190557,1.2978387625244527e-07,2.5956775250489054e-07,0.655130070813497,0.3043710849179162,1.126984550666809,5.885717489200168,0.0,1.4397445869445802,0.20947639988263447,350.31035555555553,5.676240824890137
27,59.5086,0.0154668192461133,2.2578144478480056e-10,4.515628895696011e-10,0.6630252417564392,0.29118505229949954,1.1296270063400269,5.827257922363281,0.0,1.4181396129608155,0.18583010077476503,353.2552,5.641427825164795,58.91811111111111,0.018335933172206085,1.2012677721561966e-07,2.402535544312393e-07,0.6587657835112678,0.3037549843470256,1.1285243361367119,5.872692881181505,0.0,1.4296871106041802,0.20500575714773603,352.3138222222222,5.667686864895291
28,59.86655,0.015403328585624695,2.1601341165577994e-09,4.320268233115599e-09,0.6571993743896485,0.30498956224918367,1.1265653911590576,5.834607392883301,0.0,1.4175969940185547,0.18817326482534408,351.9428,5.646434129333496,59.10574444444445,0.018260297492146492,1.6964933536629163e-07,3.3929867073258325e-07,0.6590683616002401,0.3018328015036053,1.1286073171191746,5.866316834259033,0.0,1.4280437168121338,0.2028341133236885,351.5837333333333,5.6634823577880855
29,59.85045,0.01608325729817152,1.4061883224485427e-07,2.8123766448970854e-07,0.6473426034927369,0.30091979584693906,1.1234867364883423,5.835346067810058,0.0,1.4292033946990967,0.18875730642080307,349.2348,5.6465884765625,58.96922222222222,0.01815297670563062,1.9213408813508624e-07,3.842681762701725e-07,0.6548497937838237,0.3017646406041251,1.1265225458992851,5.859330637868245,0.0,1.4311928471247355,0.1997575621618165,350.39115555555554,5.659572652774387
30,60.39675,0.01580656425356865,3.3346689310747026e-07,6.669337862149405e-07,0.6592174910545349,0.29763660118579865,1.130096434020996,5.820004093933106,0.0,1.408685272026062,0.1799458085298538,353.2588,5.64005768661499,58.99158333333333,0.01813314333822992,1.1103865991557685e-07,2.220773198311537e-07,0.6561530025694106,0.3005528505086899,1.127114487859938,5.852714501105415,0.0,1.427911837556627,0.19708095710145102,350.5233333333333,5.655633306206597
31,60.8431,0.014376134867221117,3.57064110949068e-07,7.14128221898136e-07,0.6532293871879578,0.28853226101398466,1.1270144544601441,5.798857270812988,0.0,1.4089700859069825,0.17226832500696182,355.5796,5.626588249206543,58.99491111111111,0.0179965089339349,1.5321755462311713e-07,3.0643510924623425e-07,0.6522655379401313,0.30093920909033883,1.1253186988830566,5.8487321644253205,0.0,1.4316002998140123,0.19520432799922097,348.8116888888889,5.653527521599663
32,59.16775,0.017788110379874707,8.607959235717998e-09,1.7215918471435997e-08,0.6498365001678467,0.2895103990316391,1.126676558303833,5.827839871978759,0.0,1.4235873678207398,0.1848187499284744,355.0452,5.643021120452881,58.93029444444444,0.01810146357152197,1.4684064481849113e-07,2.9368128963698226e-07,0.6487051578415765,0.2984928322447671,1.1237587361865573,5.8409265368991425,0.0,1.4327047481748794,0.19271433591047923,348.75822222222223,5.64821188905504
33,60.3706,0.01567906950265169,1.153350325324709e-08,2.306700650649418e-08,0.6628317192077636,0.2979009663820267,1.1300620431900024,5.799969176483154,0.0,1.398251358795166,0.17265749245882034,353.8948,5.627311688995361,59.05987777777778,0.017831602012283274,1.2283459243649744e-07,2.456691848729949e-07,0.6544092582278781,0.2960885588089625,1.1268075070063273,5.835160772281223,0.0,1.4237528428183661,0.19027961778508293,351.10462222222225,5.6448809002346465
34,58.90635,0.015129300950467587,8.010771737065881e-11,1.6021543474131761e-10,0.6478867938041687,0.3002488592863083,1.1232812042236329,5.824565700531005,0.0,1.4463105871200561,0.18665664590597153,333.3152,5.637909048461914,59.16887777777778,0.017784462438192632,1.255764579995174e-07,2.511529159990348e-07,0.65622497549057,0.29639509918159906,1.127491389105055,5.832704208289252,0.0,1.4207280717637805,0.18855266427463954,351.6057333333333,5.644151290808783
35,60.02565,0.016722833642363547,2.2484123432775504e-08,4.496824686555101e-08,0.6451534499168396,0.29052457404136656,1.1228855398178101,5.8026342628479,0.0,1.4196341087341309,0.17730608141422272,350.6144,5.625328192901612,59.14011111111111,0.017725467112660407,1.5465207209377989e-07,3.0930414418755977e-07,0.650624613793691,0.29425767092174954,1.1254477518293593,5.8287540502760145,0.0,1.426387496439616,0.18688211145533457,350.2988,5.6418715965271
36,61.0557,0.01450123266428709,1.7767879310959245e-09,3.553575862191849e-09,0.6614799573898316,0.2954707757472992,1.1304225391387939,5.836008161926269,0.0,1.404253493309021,0.19861152358055115,355.418,5.637396634674072,59.14532222222222,0.017638065238462553,1.9018323113198202e-07,3.8036646226396404e-07,0.6542667231241862,0.2932126150793499,1.1266416208691068,5.818755685170491,0.0,1.4189043709225124,0.18368686146868599,351.1921777777778,5.635068405066596
37,59.3627,0.01667061845958233,1.1435840264972796e-09,2.287168052994559e-09,0.6348970869064331,0.3099736556529999,1.117803165435791,5.834000685119629,0.0,1.4510596200942993,0.18260046545267106,337.4388,5.651400222015381,59.191361111111114,0.017565469577080675,1.1962759232534426e-07,2.392551846506885e-07,0.653556806924608,0.2925418155458238,1.1262008116404216,5.815904250590006,0.0,1.4197113768895466,0.18179791633023157,350.90906666666666,5.634106088680691
38,59.34025,0.01442954516261816,9.157159948092186e-10,1.8314319896184372e-09,0.6555651967048645,0.2891898258686066,1.1282288412094117,5.785236030578614,0.0,1.404326490211487,0.16652846038341523,357.5748,5.618707568359375,59.1403,0.017568705902165836,1.3131958046887432e-07,2.6263916093774864e-07,0.6525819900512695,0.29262442575560677,1.125441277355618,5.812602341969808,0.0,1.4205913991504244,0.18032815674940744,350.2241333333333,5.632273910098606
39,60.1237,0.015011609192937612,1.4461442471969122e-09,2.8922884943938244e-09,0.6474375084877014,0.29013713858127593,1.1262235218048096,5.7821812919616695,0.0,1.4113523693084717,0.1632738351583481,351.314,5.618907456207276,59.07177222222222,0.017521157151791783,1.0412106667334238e-07,2.0824213334668476e-07,0.6498317709181044,0.2929449394543966,1.1241381140391031,5.806178313446045,0.0,1.4218247394137913,0.17734483515686458,349.20026666666666,5.6288332644992405
40,59.6566,0.016426849932968616,1.498231274808859e-07,2.996462549617718e-07,0.6374622229576111,0.3023706163406372,1.1198587469100951,5.818725730895996,0.0,1.4254004472732544,0.18449299453496934,350.606,5.634232400512695,59.202666666666666,0.01745225339266989,1.3072174083523791e-07,2.6144348167047583e-07,0.6531024686495464,0.2909946833345625,1.1262714525646633,5.805423561435275,0.0,1.4172695327758789,0.17661726075675752,350.79724444444446,5.628806024848091
41,60.0641,0.01506943474933505,1.7096913492764543e-08,3.419382698552909e-08,0.6612247305870056,0.2904878263473511,1.1316763076782226,5.788914602661133,0.0,1.3975735494613648,0.16801133956313133,355.274,5.620903262329102,59.17706666666667,0.017305526491171785,9.683012530668685e-08,1.936602506133737e-07,0.6553804936408997,0.2901257786485884,1.1268827761756048,5.79451330218845,0.0,1.4107023320727878,0.17470629252460268,350.5318222222222,5.619806826358372
42,59.06855,0.015253545509278774,8.552936605354944e-09,1.7105873210709888e-08,0.6097692057609558,0.3116371554613113,1.1078640228271484,5.826041732788086,0.0,1.4910015340805054,0.16790821850299836,325.148,5.658133506011963,59.207411111111114,0.017203559054931004,1.0064619397472077e-07,2.0129238794944153e-07,0.6547130892753601,0.2914446162170834,1.1268192751142714,5.792342827182346,0.0,1.410674218665229,0.17253524358405006,349.9364444444444,5.619807379998101
43,60.56495,0.014851346627622842,4.882605113380123e-06,9.765210226760246e-06,0.6647672389984131,0.2810439040899277,1.1335445486068725,5.781075516510009,0.0,1.3931243328094483,0.1633844750404358,358.7124,5.617679814147949,59.127027777777776,0.017296963198317424,1.2454174416447596e-07,2.490834883289519e-07,0.6498406345897251,0.28923529195255704,1.124494871542189,5.788735008833143,0.0,1.416008946355184,0.17105757228400972,349.2800888888889,5.617677172851563
44,60.0959,0.015469250869005918,2.4136679446229435e-10,4.827335889245887e-10,0.6509148026466369,0.28208011264801025,1.1278012739181518,5.775395974731445,0.0,1.3956548709869385,0.1619488179087639,364.0248,5.61344715423584,59.0633,0.017075963419261906,1.206466659947441e-07,2.412933319894882e-07,0.6528515033509996,0.289794478948911,1.1259582168367175,5.785743719736735,0.0,1.409691778755188,0.17016001791159313,351.3252444444444,5.61558344768948
45,59.87945,0.015064324882626533,3.4120118759251026e-10,6.824023751850205e-10,0.6568970841407776,0.2770125340461731,1.1277848836898803,5.7476014801025395,0.0,1.3911052169799805,0.15426970524787903,358.5668,5.593331772613525,59.17691111111111,0.017144418942928313,1.0504238363197521e-07,2.1008476726395042e-07,0.6522460554864672,0.2878018330494563,1.1255607725567287,5.780042850494385,0.0,1.4120198548210992,0.16770932312409084,348.5332888888889,5.612333314598931
46,59.99475,0.015928870721161364,1.8076030147540224e-07,3.6152060295080447e-07,0.6379587003707886,0.29008913795948027,1.1204239896774293,5.756959119415283,0.0,1.4127717803955078,0.15402202750444413,348.3456,5.6029366119384765,59.08186666666667,0.01705804827047719,1.4207862820575758e-07,2.8415725641151515e-07,0.6487400852415297,0.2876564067416721,1.124161358473036,5.778285182444255,0.0,1.413659554057651,0.1662869512465265,349.87173333333334,5.611997925652398
47,59.63975,0.014643869395554066,1.9333637962803963e-10,3.8667275925607926e-10,0.6504418934822083,0.2806557623386383,1.1255301950454712,5.771072058105469,0.0,1.4101206632614136,0.16097286603450775,355.4056,5.610099185943604,59.22484444444444,0.017119358487096097,9.907747423328895e-08,1.981549484665779e-07,0.6489071024682787,0.2874514574607213,1.1243519782596165,5.77939095670912,0.0,1.413284249687195,0.16619623073471917,350.2470666666667,5.613194542270237
48,60.9581,0.01352447318136692,1.446332572868414e-07,2.892665145736828e-07,0.6720856052398682,0.2766081233263016,1.1358514350891113,5.769167539978027,0.0,1.3803521883010865,0.15868072084188461,364.4044,5.6104863746643066,59.12831111111111,0.017100278144329788,1.1163667700413438e-07,2.2327335400826877e-07,0.6483186580763923,0.2868499905347824,1.1240550490697225,5.773019336615668,0.0,1.4125826630062528,0.16407849494483737,349.3860888888889,5.6089406127081975
49,59.33875,0.014534125784039497,1.8033690463425955e-08,3.606738092685191e-08,0.6387255296707154,0.2934408756017685,1.1197625650405885,5.770392774200439,0.0,1.4211441907882691,0.1641511654615402,345.5972,5.606241612243652,59.204905555555555,0.01694370322989093,1.2811467091380246e-07,2.5622934182760493e-07,0.650532928943634,0.2860235048611959,1.1250526479932996,5.767963312276205,0.0,1.407576447168986,0.16205462112691668,350.7036444444444,5.605908431922065
50,59.6597,0.01436359668597579,3.660537678342735e-08,7.32107535668547e-08,0.6609457594871521,0.28620283756256104,1.1296090793609619,5.749954934692383,0.0,1.4000643978118896,0.15421363343000413,344.5876,5.59574130935669,59.26857777777778,0.0169814041664203,9.168393399761548e-08,1.8336786799523097e-07,0.6509248131010268,0.28560214234193165,1.1251035756429038,5.764829523891873,0.0,1.4064525890986124,0.16087384934822718,350.3103111111111,5.603955492062039
51,59.7458,0.014603176029026508,5.0711821639737305e-09,1.0142364327947461e-08,0.6454323558807373,0.2845309849023819,1.1243617706298827,5.761864208221436,0.0,1.4002880647659302,0.16200790736675263,357.342,5.599856302642822,59.237338888888885,0.01686846961710188,1.1228359336096968e-07,2.2456718672193935e-07,0.6540381970511543,0.2844582337829802,1.1265018165588379,5.761775016360812,0.0,1.403005132675171,0.16047435332669152,350.29884444444446,5.60130043419732
52,59.5987,0.01491864886134863,1.8106975058174157e-08,3.621395011634831e-08,0.6421260089874268,0.2916063954114914,1.1210895723342895,5.7417884536743165,0.0,1.4091491380691528,0.1513567184448242,343.6064,5.590431741333008,59.37605555555555,0.016876597232123217,1.1636836100005334e-07,2.3273672200010667e-07,0.6531535426775614,0.2832345487303204,1.1261459015952215,5.761339414299859,0.0,1.4027249104181925,0.15943709021674263,351.86,5.6019020773145884
53,60.1761,0.014892320284992457,2.40660143946414e-10,4.81320287892828e-10,0.6382218684196472,0.2866051293373108,1.1202594360351563,5.75322911529541,0.0,1.4225460552215576,0.15297327817678452,340.8508,5.6002558319091795,59.21930555555556,0.01690006256053845,1.2349239589479016e-07,2.469847917895803e-07,0.648508781252967,0.28311237723562455,1.1241479550467597,5.754839729393853,0.0,1.407150381618076,0.15741992830170526,349.0474222222222,5.597419547780355
54,60.0543,0.014179945468902588,1.2512689045962588e-08,2.5025378091925176e-08,0.6494312137603759,0.28503473093509674,1.1247489694595336,5.754582288360596,0.0,1.3977092147827148,0.1581139666080475,355.3096,5.59646831741333,59.36060555555556,0.016823194310069085,1.6276166494541618e-07,3.2552332989083236e-07,0.6518511062304179,0.282642348074913,1.1256640809377034,5.753442315673828,0.0,1.4032582928127713,0.15631970326503117,349.66453333333334,5.597122262573242
55,59.374,0.015553323283046485,4.862735767829918e-10,9.725471535659835e-10,0.6323225355148315,0.28657756175994875,1.116773104095459,5.7460036445617675,0.0,1.4166041229248048,0.15150866034030913,350.2236,5.594494966125488,59.15063333333333,0.016770152474443117,1.0482819632065851e-07,2.0965639264131702e-07,0.647293530315823,0.28249377774662443,1.123718053563436,5.75307248357137,0.0,1.40687762037913,0.1561068160308732,350.6112,5.596965443589952
56,59.29995,0.01515741399973631,3.1728574061418158e-09,6.3457148122836316e-09,0.6350301188468933,0.2877263255357742,1.118005274772644,5.735776535797119,0.0,1.4187764675140382,0.15176625430583954,339.3692,5.584010279846192,59.24152222222222,0.01661281009697252,1.1053701594342996e-07,2.2107403188685993e-07,0.6521900940153333,0.28232141807344224,1.125843797238668,5.747458163876003,0.0,1.3997537199232313,0.15400760754942894,351.0761777777778,5.593450328572591
57,60.3148,0.014857846157252788,1.862893611104255e-09,3.72578722220851e-09,0.6493469733238221,0.2813459655284882,1.1259537786483764,5.726748036956787,0.0,1.3952507213592529,0.14385679475069046,347.7748,5.582891245269775,59.42972777777778,0.016590832078788014,1.1397221519354369e-07,2.2794443038708738e-07,0.6572356868002149,0.27964807068506875,1.1281644971423679,5.741170765770806,0.0,1.392953591664632,0.15259026176929474,351.1838666666667,5.58858027826945
58,59.98855,0.014633370235562325,1.903103760270142e-08,3.806207520540284e-08,0.6447985276222229,0.2838661601305008,1.1232619543075562,5.741783222198486,0.0,1.3933533685684205,0.1475146491765976,361.0648,5.594268570709229,59.39084444444445,0.01660658950433135,1.1068028157856421e-07,2.2136056315712842e-07,0.6550204891416762,0.2795514083650377,1.1274230062696668,5.744336662462023,0.0,1.3967118323432075,0.1522387325319979,351.6264888888889,5.592097700415717
59,59.1353,0.01427278422266245,4.604308370570465e-10,9.20861674114093e-10,0.6464364178657531,0.27880256423950195,1.1235433963775634,5.725953057098389,0.0,1.3933805671691895,0.1456299246251583,358.1412,5.580323136138916,59.336216666666665,0.016663854646020465,9.912868585474232e-08,1.9825737170948464e-07,0.6507736599392361,0.27976529966460334,1.125342724948459,5.741878921508789,0.0,1.4005178832795886,0.15099965541627672,350.89088888888887,5.590879071214464
60,59.4285,0.014910337098687887,1.3091729725189793e-09,2.6183459450379587e-09,0.6348067289352417,0.2929092003107071,1.1184373664855958,5.739024840545654,0.0,1.4098689758300782,0.14858405447602271,347.6004,5.590440790557861,59.23238333333333,0.016602145834929413,1.2807716634736973e-07,2.5615433269473946e-07,0.6511891969362895,0.27838572137355805,1.1259428835762872,5.731711645846897,0.0,1.3963653908835516,0.14921896177265379,349.7111111111111,5.582492412482368
61,60.47245,0.014888620737195015,4.8867123197737785e-09,9.773424639547557e-09,0.6740799213409424,0.27606948306560514,1.137394176673889,5.734645552825928,0.0,1.3504947172164916,0.14591751124858857,375.3328,5.588728042602539,59.432205555555555,0.016619361615843244,1.4062726567328641e-07,2.8125453134657283e-07,0.6509331964704725,0.2789265060769187,1.1251903931087919,5.7355552883572045,0.0,1.4001491587956747,0.14918767483499315,348.72346666666664,5.5863673197428385
